x,y
52.76886544994876,30.46694257789175
55.59864929530505,14.103712689147907
61.46154947234028,27.72782904872988
51.2106776400982,9.9134777968356
62.07086362722241,15.297741627153606
51.52643553071171,26.439304017120136
49.243111634520055,17.000600769327566
50.353636440152286,28.392047789239097
64.14990102325527,18.1628703984557
41.94822737975599,25.218579131687456
61.956558284901874,5.4149716195132935
37.35059258172453,22.70769486517159
43.63621625146269,29.63363534718
23.622385767925547,26.477010481084378
56.41389466361755,22.160682747370554
51.865560515967736,25.61913741787886
58.971373399177196,2.9259536073710852
60.234225742828166,25.837600320857803
53.09958969069701,0.6477461073104591
64.04636040512476,31.249950225544346
67.55314278585767,14.108662495263617
47.075712284181314,18.85891109713727
55.4770784855117,7.1064875248117145
36.26720649978852,23.368353640744864
63.89546485297625,32.09393802766819
69.59535476499427,1.0060576222945712
54.52606184444672,2.378141240734614
27.225062648973402,33.78269704714117
44.42852015154145,18.883357821987556
57.24289034961824,4.618316843705179
67.41079409992744,1.9114968069016811
50.613251073045944,33.260252820662906
48.08242487916418,13.71289921130966
57.36506548972028,23.304535576248654
36.97719019657706,19.084050603845327
46.50467586388566,28.317650569656287
64.49906152410286,6.091245212441294
44.05710548147191,22.814282637748537
55.270432290980494,26.550884799453318
43.71941530056846,29.765397083275985
70.33564565595015,-7.187288021819249
66.54264014292889,15.53747606324107
59.94370823461309,6.691116174991764
42.86627485929015,34.378593265684
53.13198186400827,27.7211000307428
56.22272328169654,7.694370388468115
42.978071550211794,11.471197965084961
69.75325478340078,10.685829210639305
44.01795673327835,20.68648450889518
40.67048357733402,11.509426944077973
56.20958535911145,17.688110553803174
59.24017035511792,15.907972608105235
44.675398907796286,28.36524498236313
34.2886854510069,20.49203550655155
43.50774316354562,37.54765456412489
58.88286606743495,9.690239407650907
53.93565215661407,30.182883751232918
56.41506230118362,6.014841372488238
31.37930145657424,32.359179391431795
43.22031314808083,38.64699224773273
68.94990612134575,13.658348578695787
55.30235752716362,22.023303593439607
44.789121216949155,22.88103831846087
57.790814026672955,29.852878177089075
53.77368566186828,16.997084367551977
49.53926320138983,30.552311985540832
42.803390938088896,35.597933408647506
54.780180104825696,17.18841306102918
52.855651618749974,39.74957366685984
61.52063694412272,10.421521311422204
52.129304464995016,36.832860709916936
51.87886867973906,23.987125778073757
64.45367882300911,30.58069669494879
35.56459274899934,16.430788536290517
64.91793976935895,26.53096039909622
48.19990866873954,25.020978556236727
54.373362825998655,35.54647138778518
50.26584325245643,27.092478855540644
40.802096152681486,9.622948305209269
47.881475544561,25.040014727913373
67.37821514883201,11.505375588193829
56.06549965766792,14.59589895216909
54.982714572317015,41.99702289530058
54.81586585579709,38.06618757059677
53.14254824345,39.649504523130496
47.831079428868776,48.12009695396468
59.10753861853376,28.930989662553905
66.55902511909494,25.762255472780733
62.856613414230516,25.09431889670184
54.629418601615185,1.0406071956425775
52.5461851023029,23.42590180619484
58.31408413083403,39.67809810917572
59.964572914141655,19.11210917794682
58.254123824443454,5.693178196949243
34.99712674375324,22.11114847351546
68.47067352946249,5.611922558909377
53.564981261103156,22.558459350391583
52.64254557526221,13.775701996363152
57.86527406080843,4.941857643181699
46.59941839876849,31.487997718494707
59.166564022893155,2.3263585636486948
53.65430273975704,23.793440896421814
57.751442444462896,33.28812617732161
47.54819350639222,29.857574451173704
55.13471979879346,28.856708504791964
55.40735636477671,21.606428301194917
66.22999833044145,8.473628308092444
58.119227801739335,36.232910291923545
34.841808679242455,35.88066942286492
57.32202612985123,40.278795283382635
60.49312264191033,15.671057137767113
58.31757559719147,25.365076702743295
45.44881886726219,28.24790507441671
55.558687846893505,20.012228375829203
53.28537202528816,23.864555611131248
41.076511477321034,24.66948713988291
57.80912870940729,22.551680464358984
37.103006709350005,18.16842556061122
43.370749368063834,28.974072380945515
43.06212231121828,29.1464326821727
55.31221116395393,29.024276280637018
63.70946943801489,16.825619902780257
51.65530393651892,28.754383431268757
66.82094688405138,14.327091060540988
53.05117049462944,44.37454982129314
52.00365292153675,1.7986963369543552
57.45061086277394,5.050300852842049
53.57578140766077,13.924481946321842
69.52926389568118,-7.3394501473032605
48.0850815865108,13.375899713642982
52.11949662344286,13.941909863120477
36.87349581361383,11.302364402789882
37.767396536592706,27.305304546359626
40.96574063162532,23.24492846214998
57.458177757580756,37.28145695266514
44.451471128569686,20.112143321836754
60.07585120832217,31.557332519468545
57.73113066476492,38.03679740879212
54.469114979941146,11.366886399170557
60.79793135850633,7.465923992778795
50.611272786973075,20.804884696488458
